Point{id=id29, cat=RESTAURANT, lat=-35.7986049109, lon=144.599045548}
Point{id=id641, cat=RESTAURANT, lat=-37.1999661862, lon=143.188335555}
Point{id=id23, cat=RESTAURANT, lat=-37.0288146376, lon=147.02300585}
Point{id=id658, cat=RESTAURANT, lat=-37.365635474, lon=145.87737652}
Point{id=id175, cat=RESTAURANT, lat=-37.4128595588, lon=144.180868945}
Point{id=id508, cat=RESTAURANT, lat=-37.3098892606, lon=146.158037707}
Point{id=id966, cat=RESTAURANT, lat=-37.3765832249, lon=143.90516857}
Point{id=id880, cat=RESTAURANT, lat=-37.1385228142, lon=142.978524117}
Point{id=id855, cat=RESTAURANT, lat=-37.4602392299, lon=145.104215638}
Point{id=id729, cat=RESTAURANT, lat=-37.3847943901, lon=143.898379615}
Point{id=id568, cat=RESTAURANT, lat=-37.4275781966, lon=144.182451841}
Point{id=id224, cat=RESTAURANT, lat=-37.4601788872, lon=145.209396116}
Point{id=id197, cat=RESTAURANT, lat=-37.4587791666, lon=145.266868492}
Point{id=id533, cat=RESTAURANT, lat=-37.2998909993, lon=146.273345532}
Point{id=id17, cat=RESTAURANT, lat=-37.392653109, lon=145.834514363}
Point{id=id935, cat=RESTAURANT, lat=-37.4217284241, lon=145.647250475}
Point{id=id576, cat=RESTAURANT, lat=-37.3380255213, lon=143.617433715}
Point{id=id387, cat=RESTAURANT, lat=-37.3474052337, lon=146.084996333}
Point{id=id803, cat=RESTAURANT, lat=-37.4706580731, lon=144.53724763}
Point{id=id757, cat=RESTAURANT, lat=-37.4352916266, lon=145.592805432}
Point{id=id446, cat=RESTAURANT, lat=-37.3294861822, lon=143.554045075}
Point{id=id756, cat=RESTAURANT, lat=-37.4595102477, lon=145.372381913}
Point{id=id553, cat=RESTAURANT, lat=-37.2870637465, lon=146.361834292}
Point{id=id516, cat=RESTAURANT, lat=-37.4198478659, lon=144.016740212}
Point{id=id789, cat=RESTAURANT, lat=-37.3415050374, lon=143.570590786}
Point{id=id361, cat=RESTAURANT, lat=-37.4824357656, lon=145.150715505}
Point{id=id544, cat=RESTAURANT, lat=-37.4621854727, lon=144.272630359}
Point{id=id382, cat=RESTAURANT, lat=-37.4873106319, lon=145.128578861}
Point{id=id607, cat=RESTAURANT, lat=-37.4570492375, lon=145.521073834}
Point{id=id410, cat=RESTAURANT, lat=-37.4178528445, lon=145.810919697}
Point{id=id254, cat=RESTAURANT, lat=-37.4848792807, lon=145.238469296}
Point{id=id339, cat=RESTAURANT, lat=-37.4939518278, lon=145.057049213}
Point{id=id310, cat=RESTAURANT, lat=-37.1008298203, lon=142.769660218}
Point{id=id569, cat=RESTAURANT, lat=-37.1919328113, lon=143.004498002}
Point{id=id306, cat=RESTAURANT, lat=-37.3339641321, lon=143.476538211}
Point{id=id256, cat=RESTAURANT, lat=-37.4818682229, lon=145.400520787}
Point{id=id910, cat=RESTAURANT, lat=-37.4405169033, lon=145.752430831}
Point{id=id219, cat=RESTAURANT, lat=-37.3051878492, lon=143.345962005}
Point{id=id592, cat=RESTAURANT, lat=-37.5050247805, lon=144.627219875}
Point{id=id824, cat=RESTAURANT, lat=-37.3121045813, lon=146.380805498}
Point{id=id734, cat=RESTAURANT, lat=-37.505131302, lon=144.613970073}
Point{id=id40, cat=RESTAURANT, lat=-37.4350730479, lon=145.812079072}
Point{id=id944, cat=RESTAURANT, lat=-37.4619534294, lon=144.07820372}
Point{id=id741, cat=RESTAURANT, lat=-37.501473503, lon=145.293422504}
Point{id=id819, cat=RESTAURANT, lat=-37.4994724373, lon=144.414715565}
Point{id=id163, cat=RESTAURANT, lat=-37.2854506712, lon=143.21890028}
Point{id=id783, cat=RESTAURANT, lat=-37.5184821003, lon=144.575089538}
Point{id=id853, cat=RESTAURANT, lat=-37.3275904081, lon=143.334705958}
Point{id=id973, cat=RESTAURANT, lat=-37.4378141586, lon=143.819955282}
Point{id=id691, cat=RESTAURANT, lat=-37.5317146535, lon=144.807719712}
Point{id=id647, cat=RESTAURANT, lat=-37.3074789865, lon=143.260071225}
Point{id=id303, cat=RESTAURANT, lat=-37.5226498685, lon=144.487227643}
Point{id=id399, cat=RESTAURANT, lat=-37.5201703589, lon=145.304134216}
Point{id=id945, cat=RESTAURANT, lat=-37.519673288, lon=145.31435706}
Point{id=id412, cat=RESTAURANT, lat=-37.5137210205, lon=144.350510368}
Point{id=id585, cat=RESTAURANT, lat=-37.5372452937, lon=144.990751837}
Point{id=id406, cat=RESTAURANT, lat=-37.4726682611, lon=143.987943911}
Point{id=id768, cat=RESTAURANT, lat=-37.5315235171, lon=144.561694343}
Point{id=id252, cat=RESTAURANT, lat=-37.4160125327, lon=146.075626744}
Point{id=id629, cat=RESTAURANT, lat=-37.1809272397, lon=146.887532736}
Point{id=id355, cat=RESTAURANT, lat=-37.407044727, lon=143.620020506}
Point{id=id171, cat=RESTAURANT, lat=-37.4472920068, lon=143.820062353}
Point{id=id505, cat=RESTAURANT, lat=-37.5358012655, lon=145.123839068}
Point{id=id261, cat=RESTAURANT, lat=-37.5221051915, lon=144.392252265}
Point{id=id128, cat=RESTAURANT, lat=-37.3224799098, lon=143.269114234}
Point{id=id599, cat=RESTAURANT, lat=-37.3533655302, lon=146.359322823}
Point{id=id695, cat=RESTAURANT, lat=-37.5104968024, lon=145.519726785}
Point{id=id857, cat=RESTAURANT, lat=-37.1783279031, lon=142.827434224}
Point{id=id535, cat=RESTAURANT, lat=-37.5259576065, lon=144.366729799}
Point{id=id482, cat=RESTAURANT, lat=-37.2337689785, lon=142.962788163}
Point{id=id305, cat=RESTAURANT, lat=-37.3399490568, lon=146.449292927}
Point{id=id42, cat=RESTAURANT, lat=-37.442878616, lon=143.712856103}
Point{id=id701, cat=RESTAURANT, lat=-37.5103685923, lon=145.614215326}
Point{id=id685, cat=RESTAURANT, lat=-37.4177232951, lon=146.157821904}
Point{id=id616, cat=RESTAURANT, lat=-37.4488552694, lon=146.011244983}
Point{id=id311, cat=RESTAURANT, lat=-37.3374065805, lon=146.476805486}
Point{id=id540, cat=RESTAURANT, lat=-37.5516138257, lon=145.225887454}
Point{id=id889, cat=RESTAURANT, lat=-37.5180034427, lon=144.134023751}
Point{id=id859, cat=RESTAURANT, lat=-37.552857964, lon=145.238276612}
Point{id=id673, cat=RESTAURANT, lat=-37.5665502003, lon=144.971443641}
Point{id=id780, cat=RESTAURANT, lat=-37.2706949339, lon=146.728739622}
Point{id=id389, cat=RESTAURANT, lat=-37.5045069327, lon=143.966902311}
Point{id=id702, cat=RESTAURANT, lat=-37.3530158679, lon=143.264490366}
Point{id=id405, cat=RESTAURANT, lat=-37.5705432282, lon=144.651569012}
Point{id=id435, cat=RESTAURANT, lat=-37.4226009244, lon=146.211892712}
Point{id=id183, cat=RESTAURANT, lat=-37.5369630814, lon=145.561588728}
Point{id=id344, cat=RESTAURANT, lat=-37.4966074637, lon=143.886748355}
Point{id=id603, cat=RESTAURANT, lat=-37.5742305305, lon=144.660205431}
Point{id=id247, cat=RESTAURANT, lat=-37.1037091955, lon=142.559309216}
Point{id=id761, cat=RESTAURANT, lat=-37.4151891133, lon=146.257602998}
Point{id=id448, cat=RESTAURANT, lat=-37.5621433512, lon=144.421197405}
Point{id=id234, cat=RESTAURANT, lat=-37.3253724523, lon=143.150541871}
Point{id=id98, cat=RESTAURANT, lat=-37.3241938757, lon=146.600285915}
Point{id=id332, cat=RESTAURANT, lat=-37.5866900594, lon=144.955535083}
Point{id=id409, cat=RESTAURANT, lat=-37.5874181101, lon=144.994869952}
Point{id=id571, cat=RESTAURANT, lat=-37.530561759, lon=144.034078068}
Point{id=id953, cat=RESTAURANT, lat=-37.3318152092, lon=146.604814538}
Point{id=id969, cat=RESTAURANT, lat=-37.5624765478, lon=145.447953833}
Point{id=id292, cat=RESTAURANT, lat=-37.5139346612, lon=143.89548432}
Point{id=id526, cat=RESTAURANT, lat=-37.414990356, lon=143.410432247}
Point{id=id943, cat=RESTAURANT, lat=-37.3723761171, lon=143.2498442}
Point{id=id307, cat=RESTAURANT, lat=-37.1409623862, lon=147.14374547}
Point{id=id295, cat=RESTAURANT, lat=-37.5921843325, lon=144.634240409}
Point{id=id779, cat=RESTAURANT, lat=-37.5615738448, lon=144.215481693}
Point{id=id125, cat=RESTAURANT, lat=-37.4940343802, lon=143.758808033}
Point{id=id822, cat=RESTAURANT, lat=-37.5911552896, lon=144.477810232}
Point{id=id596, cat=RESTAURANT, lat=-37.2729417184, lon=142.897971781}
Point{id=id327, cat=RESTAURANT, lat=-37.5869480278, lon=144.313098278}
Point{id=id717, cat=RESTAURANT, lat=-37.5076264767, lon=145.992439972}
Point{id=id573, cat=RESTAURANT, lat=-37.5515265582, lon=143.997926147}
Point{id=id231, cat=RESTAURANT, lat=-37.5544648707, lon=144.01526275}
Point{id=id18, cat=RESTAURANT, lat=-37.6161064951, lon=144.972276182}
Point{id=id804, cat=RESTAURANT, lat=-37.4163737223, lon=146.417686305}
Point{id=id434, cat=RESTAURANT, lat=-37.2584172282, lon=142.823545554}
Point{id=id642, cat=RESTAURANT, lat=-37.6056564988, lon=144.449087661}
Point{id=id105, cat=RESTAURANT, lat=-37.5606645318, lon=145.733811399}
Point{id=id280, cat=RESTAURANT, lat=-37.6151644603, lon=145.178928442}
Point{id=id65, cat=RESTAURANT, lat=-37.4076478566, lon=146.476060043}
Point{id=id792, cat=RESTAURANT, lat=-36.958877457, lon=142.14627433}
Point{id=id273, cat=RESTAURANT, lat=-37.6160928007, lon=144.487906259}
Point{id=id450, cat=RESTAURANT, lat=-37.6145387732, lon=145.289633768}
Point{id=id352, cat=RESTAURANT, lat=-37.4364839663, lon=143.356995923}
Point{id=id728, cat=RESTAURANT, lat=-37.5821602086, lon=144.113534701}
Point{id=id213, cat=RESTAURANT, lat=-37.551882644, lon=143.898800377}
Point{id=id835, cat=RESTAURANT, lat=-37.4048828505, lon=143.236498558}
Point{id=id4, cat=RESTAURANT, lat=-37.3940031361, lon=143.196821778}
Point{id=id844, cat=RESTAURANT, lat=-37.608503246, lon=145.419399449}
Point{id=id304, cat=RESTAURANT, lat=-37.3843128901, lon=146.589974824}
Point{id=id583, cat=RESTAURANT, lat=-37.5973155671, lon=144.187539281}
Point{id=id402, cat=RESTAURANT, lat=-37.6146658997, lon=145.379705285}
Point{id=id911, cat=RESTAURANT, lat=-37.6365331557, lon=144.875967754}
Point{id=id1, cat=RESTAURANT, lat=-37.4289828797, lon=146.441243728}
Point{id=id892, cat=RESTAURANT, lat=-37.6381062685, lon=144.84845314}
Point{id=id513, cat=RESTAURANT, lat=-37.617363537, lon=144.366011322}
Point{id=id606, cat=RESTAURANT, lat=-36.8477375089, lon=141.92887011}
Point{id=id867, cat=RESTAURANT, lat=-37.6085208514, lon=144.252502641}
Point{id=id378, cat=RESTAURANT, lat=-37.6336534901, lon=144.555133603}
Point{id=id130, cat=RESTAURANT, lat=-37.4261521765, lon=143.265564204}
Point{id=id891, cat=RESTAURANT, lat=-37.6450939845, lon=144.879941273}
Point{id=id31, cat=RESTAURANT, lat=-37.6102841824, lon=145.531899421}
Point{id=id788, cat=RESTAURANT, lat=-37.4038540384, lon=143.170859469}
Point{id=id801, cat=RESTAURANT, lat=-37.2499299707, lon=142.721175421}
Point{id=id53, cat=RESTAURANT, lat=-37.262514392, lon=142.750330999}
Point{id=id840, cat=RESTAURANT, lat=-37.5159835389, lon=146.139815174}
Point{id=id736, cat=RESTAURANT, lat=-37.2503311377, lon=147.029554341}
Point{id=id350, cat=RESTAURANT, lat=-37.268566298, lon=142.755525325}
Point{id=id706, cat=RESTAURANT, lat=-37.6476519597, lon=145.125672994}
Point{id=id235, cat=RESTAURANT, lat=-37.3681944156, lon=143.036016637}
Point{id=id662, cat=RESTAURANT, lat=-37.3037540456, lon=146.911046689}
Point{id=id570, cat=RESTAURANT, lat=-37.5932226476, lon=143.970929856}
Point{id=id329, cat=RESTAURANT, lat=-37.6462860369, lon=145.284951768}
Point{id=id185, cat=RESTAURANT, lat=-37.6335598059, lon=144.292079824}
Point{id=id430, cat=RESTAURANT, lat=-37.0085645586, lon=147.576879197}
Point{id=id986, cat=RESTAURANT, lat=-37.4869363807, lon=146.32258033}
Point{id=id828, cat=RESTAURANT, lat=-37.1702484838, lon=147.253971332}
Point{id=id182, cat=RESTAURANT, lat=-37.6622631236, lon=144.666091323}
Point{id=id386, cat=RESTAURANT, lat=-37.4487092885, lon=143.254249551}
Point{id=id357, cat=RESTAURANT, lat=-37.4627190751, lon=143.288808261}
Point{id=id293, cat=RESTAURANT, lat=-37.6523359099, lon=145.378944684}
Point{id=id489, cat=RESTAURANT, lat=-37.55100304, lon=143.646897638}
Point{id=id915, cat=RESTAURANT, lat=-37.6530528991, lon=144.357317605}
Point{id=id784, cat=RESTAURANT, lat=-37.1856805653, lon=142.495271058}
Point{id=id184, cat=RESTAURANT, lat=-37.4707555694, lon=146.435309518}
Point{id=id107, cat=RESTAURANT, lat=-37.6603703718, lon=145.291935499}
Point{id=id333, cat=RESTAURANT, lat=-37.6518954706, lon=145.445386207}
Point{id=id160, cat=RESTAURANT, lat=-37.6790245702, lon=144.679146127}
Point{id=id575, cat=RESTAURANT, lat=-37.6399844005, lon=145.594874479}
Point{id=id542, cat=RESTAURANT, lat=-37.6365613755, lon=144.107117844}
Point{id=id993, cat=RESTAURANT, lat=-37.6795743688, lon=144.610396705}
Point{id=id131, cat=RESTAURANT, lat=-37.6136997218, lon=145.843300127}
Point{id=id351, cat=RESTAURANT, lat=-37.4837788758, lon=146.465436439}
Point{id=id395, cat=RESTAURANT, lat=-37.6248290034, lon=143.937968005}
Point{id=id209, cat=RESTAURANT, lat=-36.8199813734, lon=147.972455861}
Point{id=id337, cat=RESTAURANT, lat=-37.6663530434, lon=144.246716631}
Point{id=id838, cat=RESTAURANT, lat=-37.4521584354, lon=143.146944405}
Point{id=id823, cat=RESTAURANT, lat=-37.6912879707, lon=144.545806735}
Point{id=id270, cat=RESTAURANT, lat=-37.530438085, lon=143.430621981}
Point{id=id188, cat=RESTAURANT, lat=-37.3830633655, lon=142.921227758}
Point{id=id644, cat=RESTAURANT, lat=-37.7030716077, lon=144.900156789}
Point{id=id176, cat=RESTAURANT, lat=-37.6287418271, lon=145.841374866}
Point{id=id617, cat=RESTAURANT, lat=-37.4749865924, lon=143.194025622}
Point{id=id193, cat=RESTAURANT, lat=-37.4245671392, lon=143.024574033}
Point{id=id972, cat=RESTAURANT, lat=-37.6312118365, lon=145.848403297}
Point{id=id347, cat=RESTAURANT, lat=-37.4215783663, lon=146.729893407}
Point{id=id765, cat=RESTAURANT, lat=-37.6750173694, lon=145.544090725}
Point{id=id589, cat=RESTAURANT, lat=-37.2900229014, lon=142.640838507}
Point{id=id222, cat=RESTAURANT, lat=-37.7089242564, lon=145.090093235}
Point{id=id46, cat=RESTAURANT, lat=-37.6862881384, lon=145.455149051}
Point{id=id798, cat=RESTAURANT, lat=-37.7127212968, lon=144.73252254}
Point{id=id933, cat=RESTAURANT, lat=-37.6564376457, lon=144.023429776}
Point{id=id634, cat=RESTAURANT, lat=-37.6238522156, lon=145.943629269}
Point{id=id621, cat=RESTAURANT, lat=-37.6371388092, lon=145.876710952}
Point{id=id154, cat=RESTAURANT, lat=-37.644668958, lon=145.864431108}
Point{id=id796, cat=RESTAURANT, lat=-37.5822190734, lon=146.201782026}
Point{id=id987, cat=RESTAURANT, lat=-37.7120384082, lon=144.436814699}
Point{id=id490, cat=RESTAURANT, lat=-37.5471751865, lon=143.384868882}
Point{id=id331, cat=RESTAURANT, lat=-37.5204877355, lon=143.281515791}
Point{id=id251, cat=RESTAURANT, lat=-37.6617907483, lon=145.781003182}
Point{id=id563, cat=RESTAURANT, lat=-37.6612872067, lon=145.789414017}
Point{id=id316, cat=RESTAURANT, lat=-37.7150397898, lon=144.429534093}
Point{id=id740, cat=RESTAURANT, lat=-37.1141840941, lon=142.207048092}
Point{id=id45, cat=RESTAURANT, lat=-37.6265110929, lon=146.007204881}
Point{id=id620, cat=RESTAURANT, lat=-37.7287364349, lon=144.680445008}
Point{id=id807, cat=RESTAURANT, lat=-37.5549726714, lon=146.341673816}
Point{id=id315, cat=RESTAURANT, lat=-37.6778054453, lon=145.712714757}
Point{id=id525, cat=RESTAURANT, lat=-37.7300989103, lon=144.587950537}
Point{id=id763, cat=RESTAURANT, lat=-37.7197661499, lon=144.377371801}
Point{id=id34, cat=RESTAURANT, lat=-37.6515177369, lon=145.9162661}
Point{id=id445, cat=RESTAURANT, lat=-37.6729944961, lon=145.794000069}
Point{id=id815, cat=RESTAURANT, lat=-37.7099725703, lon=145.510288857}
Point{id=id257, cat=RESTAURANT, lat=-37.7066570899, lon=145.548837588}
Point{id=id998, cat=RESTAURANT, lat=-37.3268890619, lon=147.099132161}
Point{id=id416, cat=RESTAURANT, lat=-37.6597051875, lon=143.836324908}
Point{id=id534, cat=RESTAURANT, lat=-37.7006453059, lon=145.620345238}
Point{id=id530, cat=RESTAURANT, lat=-37.7046653132, lon=144.141151308}
Point{id=id737, cat=RESTAURANT, lat=-37.7479332394, lon=144.963604228}
Point{id=id802, cat=RESTAURANT, lat=-37.5514332888, lon=146.450514803}
Point{id=id239, cat=RESTAURANT, lat=-37.6491007873, lon=146.038903729}
Point{id=id775, cat=RESTAURANT, lat=-37.1354854853, lon=142.182474225}
Point{id=id328, cat=RESTAURANT, lat=-37.6716368882, lon=145.921126144}
Point{id=id96, cat=RESTAURANT, lat=-37.5920255122, lon=146.321526454}
Point{id=id61, cat=RESTAURANT, lat=-37.6879917694, lon=143.900674131}
Point{id=id663, cat=RESTAURANT, lat=-37.5276869314, lon=143.169388886}
Point{id=id326, cat=RESTAURANT, lat=-37.7344640631, lon=144.253538687}
Point{id=id20, cat=RESTAURANT, lat=-37.0118398333, lon=147.799625176}
Point{id=id874, cat=RESTAURANT, lat=-37.7008701494, lon=143.941119462}
Point{id=id726, cat=RESTAURANT, lat=-37.7319954145, lon=145.570167639}
Point{id=id123, cat=RESTAURANT, lat=-37.3463170874, lon=142.612740917}
Point{id=id375, cat=RESTAURANT, lat=-37.1483932765, lon=142.176265256}
Point{id=id30, cat=RESTAURANT, lat=-37.3476179243, lon=142.611903054}
Point{id=id369, cat=RESTAURANT, lat=-37.7524522626, lon=144.34133176}
Point{id=id170, cat=RESTAURANT, lat=-37.7538036861, lon=144.33098464}
Point{id=id841, cat=RESTAURANT, lat=-37.6149677912, lon=143.438833123}
Point{id=id781, cat=RESTAURANT, lat=-37.0996814755, lon=142.060078883}
Point{id=id899, cat=RESTAURANT, lat=-37.6441021256, lon=143.552414301}
Point{id=id659, cat=RESTAURANT, lat=-37.4901138739, lon=142.972051502}
Point{id=id955, cat=RESTAURANT, lat=-37.7471772576, lon=144.144204416}
Point{id=id274, cat=RESTAURANT, lat=-37.6622541691, lon=143.598084739}
Point{id=id753, cat=RESTAURANT, lat=-37.7206300426, lon=143.908125004}
Point{id=id178, cat=RESTAURANT, lat=-37.7932758657, lon=144.990792892}
Point{id=id173, cat=RESTAURANT, lat=-37.7956431568, lon=144.865057528}
Point{id=id44, cat=RESTAURANT, lat=-37.4006867408, lon=142.665903663}
Point{id=id393, cat=RESTAURANT, lat=-37.7942884858, lon=144.521409723}
Point{id=id312, cat=RESTAURANT, lat=-37.8018731032, lon=144.677521561}
Point{id=id851, cat=RESTAURANT, lat=-37.7626673425, lon=145.606723983}
Point{id=id774, cat=RESTAURANT, lat=-37.7211111607, lon=145.934164816}
Point{id=id379, cat=RESTAURANT, lat=-37.7549390817, lon=145.725356448}
Point{id=id342, cat=RESTAURANT, lat=-37.553355472, lon=143.075477911}
Point{id=id101, cat=RESTAURANT, lat=-37.7972387061, lon=144.400708883}
Point{id=id12, cat=RESTAURANT, lat=-37.6148346881, lon=143.292233931}
Point{id=id456, cat=RESTAURANT, lat=-37.2414796579, lon=142.260390984}
Point{id=id278, cat=RESTAURANT, lat=-37.5084212225, lon=142.917076047}
Point{id=id860, cat=RESTAURANT, lat=-37.726923441, lon=143.790649706}
Point{id=id279, cat=RESTAURANT, lat=-37.6597318189, lon=143.452442495}
Point{id=id797, cat=RESTAURANT, lat=-37.4523811988, lon=142.748295477}
Point{id=id626, cat=RESTAURANT, lat=-37.384858671, lon=142.572517318}
Point{id=id423, cat=RESTAURANT, lat=-37.6231268712, lon=143.290048201}
Point{id=id924, cat=RESTAURANT, lat=-37.4959476071, lon=142.857429083}
Point{id=id471, cat=RESTAURANT, lat=-37.6590559073, lon=146.324038605}
Point{id=id597, cat=RESTAURANT, lat=-37.3813344322, lon=142.541723078}
Point{id=id414, cat=RESTAURANT, lat=-37.8077237032, lon=145.413930226}
Point{id=id122, cat=RESTAURANT, lat=-37.8248409056, lon=145.192809616}
Point{id=id205, cat=RESTAURANT, lat=-37.7332982994, lon=143.735289366}
Point{id=id76, cat=RESTAURANT, lat=-37.461384713, lon=142.730025063}
Point{id=id982, cat=RESTAURANT, lat=-37.6939082805, lon=146.216424672}
Point{id=id255, cat=RESTAURANT, lat=-37.452179773, lon=147.04120556}
Point{id=id581, cat=RESTAURANT, lat=-37.617017777, lon=146.545906251}
Point{id=id709, cat=RESTAURANT, lat=-37.7581441937, lon=145.909764036}
Point{id=id861, cat=RESTAURANT, lat=-37.2470188148, lon=147.532955036}
Point{id=id894, cat=RESTAURANT, lat=-37.8417089485, lon=145.039536234}
Point{id=id549, cat=RESTAURANT, lat=-37.6473834454, lon=143.269967507}
Point{id=id159, cat=RESTAURANT, lat=-37.726185081, lon=146.130841218}
Point{id=id225, cat=RESTAURANT, lat=-37.6126319976, lon=143.141328532}
Point{id=id11, cat=RESTAURANT, lat=-37.7697535692, lon=143.846771534}
Point{id=id426, cat=RESTAURANT, lat=-37.8496806628, lon=145.108772374}
Point{id=id190, cat=RESTAURANT, lat=-37.7949067896, lon=143.998261304}
Point{id=id676, cat=RESTAURANT, lat=-37.8432885305, lon=145.24739424}
Point{id=id961, cat=RESTAURANT, lat=-37.8540514294, lon=144.941961361}
Point{id=id610, cat=RESTAURANT, lat=-37.6825882793, lon=143.391443861}
Point{id=id546, cat=RESTAURANT, lat=-37.849135248, lon=144.578147649}
Point{id=id371, cat=RESTAURANT, lat=-37.8512891865, lon=145.112451197}
Point{id=id102, cat=RESTAURANT, lat=-37.835550817, lon=144.354228577}
Point{id=id134, cat=RESTAURANT, lat=-37.857856535, lon=145.052008059}
Point{id=id829, cat=RESTAURANT, lat=-37.4268494857, lon=147.175545831}
Point{id=id567, cat=RESTAURANT, lat=-37.6825369823, lon=143.35578282}
Point{id=id981, cat=RESTAURANT, lat=-37.7741817239, lon=145.946809539}
Point{id=id671, cat=RESTAURANT, lat=-37.7558732575, lon=146.0496496}
Point{id=id223, cat=RESTAURANT, lat=-37.7328187091, lon=143.561174877}
Point{id=id983, cat=RESTAURANT, lat=-37.2914732808, lon=147.499004674}
Point{id=id143, cat=RESTAURANT, lat=-37.0909923713, lon=147.883255758}
Point{id=id913, cat=RESTAURANT, lat=-37.8511011727, lon=144.37984934}
Point{id=id602, cat=RESTAURANT, lat=-37.8688154597, lon=144.732779589}
Point{id=id276, cat=RESTAURANT, lat=-37.7305142507, lon=146.21322159}
Point{id=id494, cat=RESTAURANT, lat=-37.7260889592, lon=146.2378999}
Point{id=id265, cat=RESTAURANT, lat=-37.7190935852, lon=143.466033021}
Point{id=id240, cat=RESTAURANT, lat=-37.8308020369, lon=145.633330823}
Point{id=id421, cat=RESTAURANT, lat=-37.8710760291, lon=144.60486666}
Point{id=id64, cat=RESTAURANT, lat=-37.8070748776, lon=145.819149505}
Point{id=id33, cat=RESTAURANT, lat=-37.8656063, lon=145.276954584}
Point{id=id108, cat=RESTAURANT, lat=-37.8309140232, lon=145.655304636}
Point{id=id73, cat=RESTAURANT, lat=-37.8787016978, lon=144.863629012}
Point{id=id488, cat=RESTAURANT, lat=-37.8728772617, lon=145.160665187}
Point{id=id497, cat=RESTAURANT, lat=-37.5010710891, lon=147.039908318}
Point{id=id893, cat=RESTAURANT, lat=-37.8755073711, lon=144.57451278}
Point{id=id699, cat=RESTAURANT, lat=-37.1364522883, lon=141.901152919}
Point{id=id971, cat=RESTAURANT, lat=-37.8846525541, lon=145.051944293}
Point{id=id739, cat=RESTAURANT, lat=-37.3181731711, lon=142.246105022}
Point{id=id95, cat=RESTAURANT, lat=-37.8840004883, lon=145.165040666}
Point{id=id952, cat=RESTAURANT, lat=-37.8829755815, lon=145.269043958}
Point{id=id202, cat=RESTAURANT, lat=-37.6511042041, lon=146.634847707}
Point{id=id461, cat=RESTAURANT, lat=-37.7748276749, lon=143.597202591}
Point{id=id552, cat=RESTAURANT, lat=-37.8171193207, lon=143.823588682}
Point{id=id106, cat=RESTAURANT, lat=-37.0176539299, lon=141.660401041}
Point{id=id284, cat=RESTAURANT, lat=-37.8948215357, lon=144.494697976}
Point{id=id574, cat=RESTAURANT, lat=-37.8905423553, lon=145.340183673}
Point{id=id366, cat=RESTAURANT, lat=-37.8509561829, lon=144.007334287}
Point{id=id496, cat=RESTAURANT, lat=-37.8503486622, lon=145.753350291}
Point{id=id243, cat=RESTAURANT, lat=-37.7172953408, lon=143.296970393}
Point{id=id302, cat=RESTAURANT, lat=-37.8386441293, lon=145.841350475}
Point{id=id619, cat=RESTAURANT, lat=-37.8606578588, lon=145.690021661}
Point{id=id938, cat=RESTAURANT, lat=-36.685507892, lon=141.183592522}
Point{id=id286, cat=RESTAURANT, lat=-37.9132818769, lon=144.903437404}
Point{id=id811, cat=RESTAURANT, lat=-37.8704861835, lon=144.121914726}
Point{id=id773, cat=RESTAURANT, lat=-37.3464962555, lon=142.230866519}
Point{id=id385, cat=RESTAURANT, lat=-37.8819706883, lon=144.166113673}
Point{id=id266, cat=RESTAURANT, lat=-37.7842782242, lon=143.532098893}
Point{id=id241, cat=RESTAURANT, lat=-37.9203715203, lon=144.658331757}
Point{id=id809, cat=RESTAURANT, lat=-37.2939194083, lon=147.635520538}
Point{id=id582, cat=RESTAURANT, lat=-37.7956277344, lon=146.179953299}
Point{id=id50, cat=RESTAURANT, lat=-37.6929564949, lon=146.603721161}
Point{id=id453, cat=RESTAURANT, lat=-37.4637838469, lon=147.274928297}
Point{id=id466, cat=RESTAURANT, lat=-37.8659574265, lon=145.806327293}
Point{id=id15, cat=RESTAURANT, lat=-37.8526412924, lon=143.837326429}
Point{id=id263, cat=RESTAURANT, lat=-37.9202621092, lon=144.400628026}
Point{id=id941, cat=RESTAURANT, lat=-37.9349439301, lon=144.680907897}
Point{id=id365, cat=RESTAURANT, lat=-37.8962344582, lon=144.121404714}
Point{id=id272, cat=RESTAURANT, lat=-37.9369407211, lon=144.657286845}
Point{id=id645, cat=RESTAURANT, lat=-37.7644077576, lon=143.357036099}
Point{id=id260, cat=RESTAURANT, lat=-37.9250476186, lon=145.347332625}
Point{id=id69, cat=RESTAURANT, lat=-37.8662853914, lon=143.870913655}
Point{id=id968, cat=RESTAURANT, lat=-37.8946296535, lon=144.058463693}
Point{id=id199, cat=RESTAURANT, lat=-37.7697493585, lon=146.377987342}
Point{id=id397, cat=RESTAURANT, lat=-37.1831638939, lon=147.888710358}
Point{id=id885, cat=RESTAURANT, lat=-37.4416948177, lon=147.368547338}
Point{id=id635, cat=RESTAURANT, lat=-37.9342409343, lon=144.426905841}
Point{id=id942, cat=RESTAURANT, lat=-37.7318176142, lon=143.189756297}
Point{id=id580, cat=RESTAURANT, lat=-37.7627330198, lon=146.438788165}
Point{id=id543, cat=RESTAURANT, lat=-37.9524384323, lon=144.676812323}
Point{id=id748, cat=RESTAURANT, lat=-37.8980957707, lon=143.993430435}
Point{id=id519, cat=RESTAURANT, lat=-37.9301312944, lon=145.462537036}
